,Score,CreationDate,ViewCount,AnswerCount,CommentCount,FavoriteCount,AskerId,Reputation,TagCount,TitleLength,Technology
64,11,248,2116,5,0,7,456,94,4,11,4
3507,7,2322,1097,1,0,1,80,1075,4,12,8
507,5,4444,658,1,0,7,317,388,2,9,4
6064,8,2525,617,2,1,7,776,859,3,9,0
3075,13,1158,1402,3,0,5,588,1383,4,5,1
6056,10,4151,841,2,0,3,1095,506,2,9,1
738,42,4113,2679,5,5,15,32,1378,4,5,8
1770,7,98,1184,1,0,2,467,1086,1,17,1
4874,6,1777,368,4,0,7,71,922,2,12,1
856,7,3412,811,0,3,7,337,1065,1,14,1
2342,7,3925,1594,3,0,7,1258,588,3,2,8
5962,32,6,2542,3,0,6,852,1135,1,11,1
3131,5,547,41,1,0,0,911,420,2,9,1
993,5,1332,644,1,0,1,341,727,1,9,1
5497,9,986,1685,3,0,7,831,1146,1,2,1
4958,5,432,14,1,0,7,121,1180,1,9,1
1461,7,3717,1369,3,0,7,1074,1236,1,9,1
5016,5,1220,200,0,7,7,162,444,3,6,15
3752,10,3375,1091,1,2,7,139,1353,3,10,26
6112,6,4333,370,1,2,7,1158,1104,1,12,13
958,5,3847,1346,3,2,1,1279,1219,2,2,15
4254,15,382,1058,4,6,1,532,1131,2,7,4
1179,5,1441,89,4,2,7,902,651,2,4,0
6030,6,3295,1206,4,0,0,714,1085,1,6,22
71,11,4291,2096,2,1,7,460,546,0,7,1
2247,23,345,2190,3,0,2,867,1265,2,4,15
2787,8,2207,1054,2,2,1,75,1288,2,4,1
1325,11,1021,2261,3,1,5,1323,95,2,5,1
6067,6,3716,804,2,0,7,302,215,4,10,8
793,8,1063,187,2,0,2,40,1097,2,4,1
5482,5,4119,2078,1,0,7,723,1312,0,6,1
4013,6,889,76,1,0,3,166,1040,2,11,0
2218,49,1285,2761,6,5,14,547,165,3,13,8
6024,7,631,197,1,1,7,775,554,1,6,1
2703,12,3525,2481,4,2,0,891,877,3,5,17
757,6,1962,1465,2,1,1,1264,799,2,8,1
3260,13,3117,2704,5,0,2,596,1007,3,9,8
5673,6,656,482,1,2,7,1057,1140,1,3,1
63,7,120,1774,3,1,0,456,94,2,16,1
2661,5,3720,1137,3,0,7,341,727,2,4,1
5481,11,961,1133,1,1,0,1027,1031,2,12,1
3344,5,774,225,3,0,7,597,1222,1,3,0
1489,5,2470,1574,3,1,7,89,190,4,5,8
1134,8,2413,918,5,1,2,76,928,2,6,1
5290,8,1087,2007,2,0,4,221,1351,2,4,15
4287,13,1369,216,9,1,2,534,1273,0,13,37
5347,10,1313,337,1,0,7,1123,1048,3,11,15
2441,101,1428,2758,27,0,53,881,778,2,4,27
4278,5,1604,730,2,0,1,788,1216,4,4,0
219,12,939,76,1,6,7,1342,752,3,7,15
455,22,290,2219,8,0,2,16,924,1,7,0
143,8,3165,2397,2,1,7,487,1304,2,6,15
960,5,3052,1313,5,9,7,890,1338,3,7,0
2181,6,2744,1092,2,0,7,317,388,1,9,1
5248,16,2978,1919,4,0,0,1112,1223,1,5,1
28,7,3136,1008,5,1,1,447,1290,3,3,8
646,10,302,1058,3,6,7,1052,1232,2,15,1
2173,29,2140,2159,6,2,12,542,1319,2,1,1
4307,6,2009,651,2,0,1,245,1296,3,10,10
5997,7,217,1163,2,3,7,852,1135,2,5,1
1260,10,4239,2232,7,0,2,364,1344,4,9,16
885,5,1405,745,1,0,7,53,894,3,9,4
3130,10,4235,1402,3,1,8,911,420,4,6,8
5826,7,1795,320,1,0,7,686,1102,1,11,1
5848,11,1759,2238,2,0,1,284,1192,4,4,7
5651,11,2808,1458,1,0,1,410,1292,2,6,1
4136,10,2995,709,2,0,4,1185,1193,3,5,4
2201,7,2875,201,1,1,2,1035,1260,2,10,1
3781,17,2034,2602,3,1,2,182,871,3,11,8
4418,7,1552,832,1,1,7,1200,1132,1,8,1
453,5,1391,330,1,0,7,16,924,3,9,15
389,38,778,2650,5,0,14,305,106,0,11,1
3687,6,2117,1683,1,2,1,121,1180,0,6,1
4927,7,3730,754,1,2,7,96,1399,3,8,0
1857,5,723,108,1,7,7,490,1380,3,12,34
1139,6,699,499,1,0,7,1286,1,2,6,1
4779,9,3191,352,1,7,0,6,949,3,8,8
4773,5,65,2297,2,0,7,1,1014,1,11,1
1657,7,1127,662,1,0,7,96,1398,2,6,1
2354,7,1397,1915,1,3,7,28,1246,2,11,1
3818,5,1602,275,2,0,7,205,1211,2,7,27
4397,6,976,529,2,2,1,1227,1308,3,8,26
2768,6,143,1258,1,0,2,580,1244,2,12,8
6081,29,420,2117,3,0,3,1098,604,1,12,1
3267,8,792,1136,1,1,7,919,1277,1,11,1
675,9,2455,1472,2,1,2,28,1246,1,10,6
786,5,1181,1191,3,2,7,884,650,4,6,16
3325,5,2427,246,2,1,7,1309,26,2,6,1
2369,12,1295,2133,3,0,0,28,1246,3,8,17
5249,5,3707,272,2,0,7,984,815,3,7,1
0,5,1190,75,1,2,7,1343,1105,1,5,3
5995,89,3317,2795,4,0,36,772,691,0,6,1
3831,6,1497,166,2,0,7,467,1088,3,11,1
3346,16,764,1682,7,2,1,598,560,3,3,13
685,6,198,1938,1,0,7,28,1246,2,9,4
2795,5,3829,207,1,2,7,76,928,1,10,8
1240,39,1504,2642,13,0,3,80,1073,3,3,8
867,5,1697,54,3,0,1,338,1287,1,5,1
2980,9,2488,2274,9,1,7,1321,1178,2,4,26
4920,11,4275,766,1,1,7,93,753,1,8,1
322,6,1521,2193,3,0,1,291,46,3,8,1
1779,6,452,1573,3,3,1,467,1086,1,9,1
2371,39,1182,2772,7,1,1,28,1246,3,10,0
2654,8,1949,838,2,3,3,890,1338,1,7,4
5833,5,4044,32,3,0,7,283,1349,0,10,18
2458,35,4233,2637,7,5,8,885,1238,3,12,8
4501,9,1068,588,1,4,7,270,438,3,6,15
530,17,2820,2522,3,1,5,860,912,2,8,1
498,6,3171,605,2,2,7,1035,1260,2,21,16
2310,10,767,2075,3,4,1,1254,1286,4,4,15
4068,9,3178,1517,3,1,7,234,92,2,10,24
2971,5,4209,121,1,0,7,1295,184,3,5,32
5530,8,245,913,2,0,1,247,898,4,8,15
3462,5,2951,907,1,0,7,728,133,1,7,15
4931,8,1208,2323,1,1,7,101,613,0,5,1
2599,6,747,251,1,0,1,338,1287,1,10,9
512,5,2723,31,1,0,7,317,388,2,4,1
5832,5,4158,302,1,6,7,283,1349,2,6,9
3069,5,1287,374,2,0,7,588,1383,1,2,1
3858,6,2885,343,2,0,7,621,722,4,11,8
997,5,4347,1425,4,2,7,890,1338,2,12,17
4211,5,2095,245,1,0,7,530,580,1,7,1
4623,5,1355,267,1,1,7,1211,1299,2,3,1
5781,8,678,1290,2,0,0,278,1369,2,7,1
1877,5,3101,1932,2,0,7,496,674,3,15,16
4881,10,3239,1827,1,0,7,77,832,1,6,15
2145,11,363,1145,3,0,1,542,1319,1,5,1
4432,7,1365,700,2,0,1,1234,1255,3,8,0
1696,8,293,1791,3,0,2,441,1028,4,7,8
4008,5,3250,188,1,0,7,1178,1371,2,3,1
5921,6,3087,285,1,0,7,1144,68,2,3,1
6023,5,950,46,1,3,7,775,554,2,4,1
3545,5,3680,152,2,0,7,91,528,3,15,8
5217,7,3487,1254,3,0,1,977,196,1,9,1
5025,5,1905,2167,3,0,1,163,448,3,7,8
5945,5,1034,45,0,3,7,852,1135,1,8,1
2663,6,1524,2618,6,3,7,890,1338,1,10,24
6115,5,4152,1125,0,4,7,1158,1104,4,5,16
4810,8,2871,1934,1,3,1,28,1248,4,12,1
4814,5,3190,984,1,2,7,28,1248,4,8,4
4615,6,2218,1873,2,0,7,1211,1299,3,7,36
4252,5,1232,83,1,0,7,1220,144,2,7,27
1193,6,2847,227,3,6,1,1289,1092,2,14,8
554,5,4079,476,2,0,7,21,718,2,2,4
5920,7,243,684,1,0,7,1143,666,3,6,15
2584,16,301,2591,10,5,5,338,1287,2,4,8
3323,5,4364,359,3,0,7,1086,1111,0,6,1
3894,5,417,160,1,0,7,159,1342,3,2,8
1781,67,4090,2610,7,2,25,468,460,0,5,16
2223,6,4009,1336,0,1,2,549,199,2,7,1
4571,7,3138,1983,1,0,7,408,482,0,16,1
5193,5,1013,1786,2,4,7,789,263,1,10,1
2941,11,1442,2004,6,2,2,585,1320,3,11,34
4675,8,4170,1101,1,6,7,1246,597,3,9,6
6093,6,3283,594,1,0,7,305,106,3,12,1
3892,7,1749,177,2,4,7,487,1306,1,14,15
486,17,220,1656,2,1,6,315,1356,2,9,0
5502,28,3380,2659,1,7,12,244,1365,2,8,1
2378,32,2721,2757,8,1,4,1259,687,0,12,1
2706,7,831,922,2,0,1,891,877,0,11,1
907,6,2071,163,7,0,7,338,1287,1,15,1
839,27,122,2694,5,2,27,48,1187,1,11,1
196,6,191,1905,5,0,7,498,1147,2,10,27
5219,7,431,661,4,1,7,1110,717,1,5,0
5164,6,1219,789,0,0,7,965,459,1,11,1
183,5,2151,451,1,0,7,491,37,2,4,6
5806,5,3281,265,2,0,7,685,971,2,6,36
5351,7,3895,1222,3,0,7,1006,418,2,9,1
1450,10,3854,1741,3,1,2,1327,379,1,3,17
3438,7,3539,1429,5,5,7,723,1312,0,4,8
4750,7,163,951,2,0,7,566,567,1,11,4
2216,9,2727,254,3,6,7,546,150,0,7,9
2708,9,1343,937,1,0,7,576,383,2,6,0
3527,7,2036,129,1,0,7,739,1204,3,19,8
2883,6,1255,703,1,1,7,1290,542,3,12,8
1352,97,1502,2790,23,7,49,84,1352,2,6,8
1881,5,3099,412,2,4,7,500,800,2,12,1
5000,8,828,220,1,2,2,154,1403,1,10,1
4946,6,809,139,0,4,7,114,1212,2,11,16
5336,5,1000,17,3,1,7,806,1224,2,4,15
3046,6,3678,1757,4,0,1,588,1383,1,2,1
3254,7,1961,1456,0,0,1,1082,30,1,4,1
3786,5,4099,1142,1,0,7,182,871,3,16,1
4164,7,4266,397,1,0,7,516,770,3,5,1
1398,14,3849,2517,2,0,1,588,1383,2,2,1
341,21,1644,2350,2,0,9,1009,694,0,12,4
1082,13,875,2263,2,0,1,893,1098,2,5,15
5309,5,3183,1530,3,0,7,234,92,2,4,1
4744,6,4329,1604,1,0,1,280,313,2,5,1
4162,7,1583,676,2,0,1,782,1083,1,9,16
5325,6,2467,169,1,2,7,995,515,1,7,26
658,17,2793,2019,3,1,4,28,1246,4,4,8
5178,23,238,2500,4,0,8,788,1216,3,3,1
5072,7,3447,792,1,0,0,943,1217,4,3,15
2527,6,2678,30,2,0,7,338,1287,2,8,4
3440,7,1991,1584,3,0,1,52,1124,2,6,27
1594,7,1266,208,0,0,7,381,1259,2,10,10
1353,5,2175,290,2,0,1,1296,36,1,3,4
3076,11,4302,1622,4,0,7,588,1383,0,2,1
4852,8,1188,2147,3,0,0,67,1094,2,8,8
529,5,590,919,2,0,1,544,594,1,3,15
618,5,233,1697,2,0,1,553,1046,3,19,26
4126,8,4379,112,3,0,7,1185,1193,1,3,0
4716,17,2834,2457,7,5,2,422,1112,3,11,8
526,5,1730,1558,2,0,7,321,955,2,13,1
5979,14,848,1083,5,4,2,1074,1240,2,5,9
5457,99,3242,2811,26,2,47,1023,760,1,11,1
1861,7,777,332,2,0,0,490,1380,1,7,1
5660,5,3597,842,1,0,7,413,111,1,13,1
1989,6,2496,489,2,0,1,289,1155,0,3,1
3841,38,1281,2658,1,2,11,1173,1158,2,9,1
1522,6,368,1802,1,1,7,592,704,1,3,1
1137,9,2459,2564,3,0,4,894,81,4,7,0
3500,6,2477,616,1,1,7,75,1291,1,2,1
3854,5,2402,470,1,0,7,470,280,2,4,1
2740,14,801,1119,4,4,2,577,814,1,7,27
2420,9,1404,2242,7,0,2,878,656,2,16,34
2416,7,4442,859,3,0,7,878,656,3,14,1
893,5,2722,1239,3,0,7,572,700,0,5,1
5450,5,1325,17,1,0,7,823,1081,1,4,1
2272,6,2381,1894,3,0,7,870,762,0,12,1
3211,5,3923,545,4,0,7,916,9,1,6,15
373,7,1202,1488,1,0,7,1017,496,2,7,18
5384,17,1778,556,7,7,4,1008,1393,1,21,9
3941,5,3860,23,4,3,7,211,906,0,9,1
4309,12,703,1553,4,6,7,246,1067,3,5,1
663,11,294,2781,4,0,1,28,1246,0,11,36
3251,7,3792,326,1,0,7,1331,2,0,17,1
4890,5,3356,85,1,12,7,80,1075,1,5,34
94,6,452,1573,3,3,1,467,1086,1,9,1
5222,13,2137,2621,1,0,2,978,80,3,12,1
4373,17,2647,2393,3,1,5,253,633,2,6,1
462,7,1296,923,1,0,7,1032,424,2,6,32
4918,6,167,256,0,0,1,91,528,2,9,1
2321,15,22,1797,1,1,1,872,1253,2,5,1
594,7,1890,771,1,1,7,327,212,1,7,1
1107,29,560,1337,0,0,0,355,1245,2,10,15
5693,6,1945,458,2,0,7,661,166,0,11,1
1042,6,2724,379,2,1,7,65,888,1,7,0
5991,5,800,91,2,0,7,769,416,1,7,13
12,8,2145,2006,3,0,2,442,661,3,8,1
2602,5,2428,247,2,2,7,338,1287,2,5,0
2850,17,1643,2170,11,1,8,903,437,4,14,16
1630,7,2089,511,1,0,7,919,1277,0,7,32
4158,11,929,1857,1,0,3,181,1034,3,3,8
2749,37,315,2667,8,0,20,892,192,3,14,1
3126,7,3717,1369,3,0,7,1074,1236,1,9,1
1966,5,4304,182,1,1,7,6,948,0,6,1
1911,9,3949,997,1,2,7,512,377,3,8,8
1058,6,2992,2684,2,0,1,68,214,0,10,1
2124,11,3662,972,3,0,2,312,1269,2,7,30
1872,6,3848,1569,3,0,7,494,824,3,19,16
1508,7,3773,1795,4,0,3,1074,1236,2,5,8
1194,12,980,2135,0,1,0,581,1339,2,6,4
1868,13,2963,2574,4,4,4,492,443,2,9,1
831,8,125,1344,5,0,2,1065,1069,3,5,9
3815,6,3643,485,1,3,1,205,1211,0,8,16
2491,6,3506,365,3,2,7,1065,1069,2,3,9
4344,7,1918,2362,3,0,0,956,968,1,4,1
3110,9,2340,2141,5,1,1,1324,446,2,10,15
2933,7,400,1399,2,0,7,366,827,3,9,1
959,10,1429,472,4,0,7,890,1338,1,15,1
696,12,1798,2424,3,3,3,28,1246,1,11,6
1621,7,50,939,4,0,1,1085,954,3,8,15
5511,6,3708,464,1,1,1,726,407,2,10,1
965,5,3526,12,1,0,0,890,1338,2,11,1
3209,5,582,124,2,0,7,915,14,3,9,8
902,5,3991,1438,7,3,7,338,1287,2,6,9
2612,5,454,62,1,0,7,1272,339,1,1,1
1041,5,2285,899,1,0,7,65,888,3,5,8
4940,7,4411,210,1,0,7,107,734,3,6,6
5777,5,2623,1281,3,0,7,680,164,0,4,34
3782,5,1526,2058,1,0,1,182,871,4,16,1
5591,5,4101,50,1,0,7,402,966,1,19,1
170,6,3693,1798,1,0,7,490,1380,3,11,24
384,23,1421,2488,7,0,12,539,787,1,8,1
899,7,3164,167,4,4,1,338,1287,1,11,8
4000,6,4161,376,3,1,7,225,1156,1,4,8
1958,21,2657,2035,6,0,3,522,891,2,7,9
4692,6,1053,820,1,0,7,1247,290,1,8,37
5754,6,661,156,3,4,7,673,105,4,3,17
3845,6,515,445,0,0,1,618,332,0,4,1
5645,9,2405,1175,1,1,7,410,1292,2,4,1
4219,14,513,1244,2,4,7,1195,1340,4,7,15
237,9,1889,2126,14,2,9,513,1274,0,14,8
5774,5,4181,78,1,0,7,750,828,1,9,15
1545,5,3591,490,1,0,7,916,9,1,9,35
4961,5,19,1055,2,2,7,121,1180,0,4,31
488,6,27,109,8,0,7,542,1319,1,4,1
3639,6,4196,649,1,0,1,776,859,3,7,22
4800,7,1973,117,2,2,2,16,927,2,11,8
584,8,2658,148,2,3,1,870,762,1,12,1
4836,8,799,119,1,0,7,44,1391,2,6,24
2943,19,3173,1918,3,4,5,585,1320,3,12,8
5099,7,538,1674,1,2,2,189,1175,2,4,3
2746,5,1876,170,1,0,7,349,266,2,10,9
766,13,310,924,8,1,2,1057,1134,2,5,1
2794,5,2286,516,1,2,2,76,928,2,9,8
5452,5,3069,82,1,3,7,824,413,3,11,8
5784,7,4316,781,2,0,1,843,1372,2,8,1
668,5,2751,719,5,0,7,1258,588,3,7,8
3017,7,2161,2191,2,0,7,84,1352,2,12,1
5214,7,999,1981,3,2,0,792,574,2,15,8
929,6,747,251,1,0,1,338,1287,1,10,9
2853,9,2807,1074,1,2,1,905,914,1,9,1
670,7,3925,1594,3,0,7,1258,588,3,2,8
5851,6,578,84,1,3,7,286,347,3,10,8
89,5,70,1592,2,0,7,467,1086,2,13,1
6000,9,4314,398,1,0,1,1077,1235,2,19,30
5475,2,3875,885,1,0,7,640,1396,4,15,30
3042,21,4350,2351,11,5,14,587,917,0,5,1
4867,8,3192,1027,1,0,7,67,1094,2,7,1
4703,6,1009,1976,2,0,1,820,283,1,10,16
1998,10,4191,1695,2,0,1,6,948,2,16,1
1889,8,1734,180,6,0,2,501,970,1,11,1
5775,5,3613,350,1,0,7,680,164,0,11,1
155,70,4421,2800,5,5,28,487,1304,2,11,15
5310,9,1253,1664,4,3,7,234,92,3,3,8
1467,6,1086,289,3,0,7,912,56,2,6,1
2921,7,3345,2322,0,2,7,80,1073,0,3,1
5484,13,521,1873,7,3,7,642,735,1,9,16
3853,8,252,1273,1,1,0,470,280,2,9,1
3471,38,2398,2766,14,1,8,67,1094,3,10,15
1150,7,1095,1129,2,0,7,1313,1335,2,8,1
703,17,2587,2631,5,3,11,562,1324,2,7,7
3910,8,3778,1006,4,0,1,163,448,4,4,0
917,7,2567,2377,3,0,0,338,1287,3,4,1
3779,15,3774,2438,6,0,9,153,946,3,11,0
2198,5,1157,787,2,2,7,321,955,2,13,1
6113,5,3047,1045,2,4,7,1158,1104,2,6,6
1874,12,3405,2506,2,3,2,495,809,2,5,26
5009,6,2982,86,0,1,7,159,1342,1,11,1
784,22,1074,1490,3,0,4,1267,969,1,11,27
3528,3,492,165,1,5,1,739,1204,1,12,27
4401,6,2634,565,3,0,7,1199,907,3,6,1
36,7,2132,2110,6,1,1,450,1373,3,5,4
3868,12,1753,2520,3,0,2,1175,1294,2,8,27
2693,9,3523,2227,2,1,1,343,303,1,5,32
3457,21,1770,1294,2,0,8,66,1298,1,9,4
1557,11,2194,2499,3,3,5,593,965,1,10,9
1753,7,2802,1885,2,0,1,458,738,3,6,1
791,5,1277,812,1,0,7,40,1097,3,14,1
4314,11,3671,1534,1,0,2,790,516,2,9,4
1798,5,2731,399,2,0,7,475,142,2,6,22
4300,10,4452,736,3,0,3,788,1216,1,10,1
745,7,4442,859,3,0,7,878,656,3,14,1
3382,5,2781,495,2,2,7,28,1248,4,16,1
3887,18,3669,2458,2,0,3,487,1306,2,9,1
1878,5,1503,664,1,0,7,498,1147,1,18,16
3578,5,820,291,1,1,7,96,1399,0,20,1
3193,5,4087,803,2,0,7,1074,1236,1,5,34
1284,5,708,172,1,0,7,1293,229,2,5,0
279,6,2747,179,5,0,7,6,948,2,7,34
1827,8,3165,2397,2,1,7,487,1304,2,6,15
3435,71,370,2805,20,11,17,51,540,3,22,37
5791,6,2357,1715,3,5,7,751,321,3,8,1
1767,10,3231,1338,4,5,1,467,1086,3,8,15
1104,6,2226,160,1,1,7,580,1244,2,9,1
4515,14,3626,1748,4,8,2,403,945,2,9,36
5150,5,445,367,1,0,1,782,1083,2,11,17
269,16,1630,2422,5,3,10,5,1136,4,7,30
1907,16,1960,2505,4,0,3,507,1279,2,4,34
469,8,269,583,0,0,2,18,709,0,7,1
2047,5,1331,993,1,1,7,1014,1029,2,8,27
3197,5,3137,96,3,0,7,1074,1236,1,14,8
1248,7,2016,1580,4,0,0,80,1073,4,10,6
1759,5,1410,154,1,4,7,461,1198,1,7,11
5079,7,3976,1997,2,12,7,944,558,3,12,1
1585,8,3571,420,1,0,3,1330,630,0,12,1
6070,9,3430,1415,2,1,7,303,435,2,9,26
110,8,1865,1098,1,0,7,472,817,2,10,36
5032,7,4180,452,3,0,1,930,1367,1,4,2
1410,5,4434,158,2,1,1,588,1383,2,1,11
3509,5,3433,2436,4,0,1,80,1075,1,15,17
3091,5,4139,1837,2,1,7,369,707,4,8,15
4861,6,430,273,1,0,7,67,1094,2,5,8
3015,5,71,996,1,1,7,367,1267,3,9,8
98,6,2414,82,1,0,7,469,789,1,7,0
5315,7,633,76,1,0,7,602,600,2,9,1
2813,6,451,1444,1,0,1,896,135,4,12,1
2226,90,4000,2762,10,0,24,863,1394,1,4,30
4475,5,3106,46,2,2,7,970,366,3,18,32
795,8,4322,227,1,3,1,568,967,2,8,1
2887,5,410,209,5,4,7,361,120,1,4,26
4073,21,1897,1986,3,0,6,504,230,3,3,8
2673,5,663,902,1,0,7,341,727,3,5,15
3248,5,4102,385,1,0,7,1081,308,3,7,1
5226,18,1831,2143,3,0,1,796,1366,1,9,15
5331,19,3450,2660,5,0,3,997,668,2,14,14
5885,6,4455,444,1,2,1,705,1030,1,6,1
5863,5,1485,276,1,1,7,695,1035,1,10,27
3848,6,4450,619,1,3,7,620,113,3,6,27
2561,5,2960,137,3,1,7,572,700,0,7,7
5634,7,2421,858,2,0,7,1057,1140,2,5,18
5629,9,3010,1398,3,2,2,1131,1215,2,8,8
3953,8,1137,296,1,7,0,215,1042,1,12,1
4945,7,1651,400,1,0,7,114,1212,1,8,29
5582,11,168,1885,3,0,1,839,1382,1,15,26
3627,8,816,807,2,1,2,108,1341,1,7,13
943,5,454,62,1,0,7,1272,339,1,1,1
4335,11,1118,784,1,3,1,247,898,4,10,15
2734,10,29,2386,3,0,1,71,919,4,11,8
429,8,1662,1074,1,0,1,1025,671,2,2,8
1423,5,1211,990,2,0,7,1302,1194,2,4,1
3710,8,1159,842,1,2,7,132,1325,3,16,8
1300,7,2042,1698,4,0,7,1295,184,4,6,32
700,18,3098,2540,6,7,2,28,1246,3,8,1
5229,6,1686,1561,2,0,7,1112,1223,3,8,4
3670,5,2027,410,1,6,7,118,889,3,6,1
5625,6,4319,371,5,0,7,261,145,2,5,34
5022,7,1476,1583,2,0,0,163,448,3,8,1
6060,9,2842,1702,3,4,1,856,147,1,13,11
4742,6,3696,105,1,0,1,279,1229,2,14,8
1663,6,4047,982,1,0,7,1310,258,0,12,32
1575,7,1378,561,5,0,7,381,1259,3,10,8
5667,6,500,35,3,1,7,416,1168,1,3,1
5304,5,727,329,1,0,7,229,781,0,6,1
4971,6,2038,466,0,0,3,132,1325,4,11,16
2784,5,3543,1427,2,0,7,355,1245,4,7,15
1818,9,4281,824,4,0,1,484,63,3,9,1
847,7,1018,1442,4,4,1,889,352,3,5,0
627,7,2786,315,1,0,1,26,417,3,6,16
4333,6,1119,188,2,0,7,247,898,4,16,15
3415,9,2315,681,4,1,1,722,788,3,8,9
4777,5,1946,443,1,3,7,6,949,1,19,16
4702,6,1312,1090,0,1,7,818,255,3,13,15
2281,7,2350,1234,2,1,7,553,1046,2,19,26
5465,5,105,1471,1,9,7,723,1312,4,8,8
851,7,1617,2280,4,0,1,1066,639,1,9,1
2750,6,563,1704,3,5,7,892,192,2,12,1
1734,5,2941,312,3,0,4,450,1373,2,3,0
5628,5,2828,1112,2,0,7,1131,1215,2,13,1
1766,22,3879,2681,6,2,11,466,166,2,7,14
506,5,3072,368,3,0,7,317,388,1,3,0
4794,8,1586,1275,1,0,7,12,301,4,16,37
884,6,469,404,1,0,7,53,894,2,8,1
302,6,2017,484,2,0,7,289,1155,2,12,1
6026,5,2263,136,2,0,7,1152,944,1,15,0
2775,5,3695,149,1,0,7,355,1245,3,7,15
1549,8,3210,1377,2,0,1,1328,55,3,6,1
6074,8,3731,137,0,0,1,716,403,2,7,1
3343,5,3603,392,3,0,7,597,1222,1,6,1
1209,5,1360,365,2,12,7,359,408,1,3,0
834,7,1799,867,1,0,7,1065,1069,2,5,9
1523,6,3389,616,3,2,7,1074,1236,1,8,0
563,6,4023,1298,2,7,7,1040,203,4,15,1
2862,6,2847,227,3,6,1,1289,1092,2,14,8
4683,9,2299,396,0,3,7,1212,673,2,10,28
475,8,1489,182,3,2,7,18,709,0,3,1
1101,8,813,458,3,0,7,354,1138,1,11,1
595,9,566,1525,3,0,7,327,212,1,8,4
5321,6,1189,255,1,0,7,993,723,0,12,1
3289,5,4093,286,2,0,7,919,1277,1,7,1
2563,5,2722,1239,3,0,7,572,700,0,5,1
1751,10,1065,2737,4,1,2,457,796,2,3,7
4109,7,3906,1683,1,0,7,1185,1193,2,5,8
3558,6,237,411,0,5,1,96,1399,2,16,1
4753,6,3517,668,1,0,1,678,785,3,7,1
4455,13,164,2513,2,1,6,796,1366,3,4,1
952,9,4008,2289,1,4,1,60,282,1,7,8
4925,6,131,1029,2,2,7,96,1399,2,11,1
5163,6,3334,564,1,0,7,788,1216,1,4,1
2591,5,3855,200,1,2,7,338,1287,2,7,8
4556,7,1067,126,0,1,7,802,681,2,14,1
3682,19,2415,2443,2,1,2,120,337,1,8,1
328,9,776,237,2,3,0,6,948,1,4,4
3294,5,1317,525,1,1,7,919,1277,0,10,32
2120,7,1179,559,3,5,1,312,1269,0,10,17
2327,8,249,2089,1,2,1,28,1246,4,11,4
132,8,1579,2249,4,1,1,483,1062,1,8,1
5408,39,1088,2649,8,1,6,1022,1390,3,11,30
2195,5,2024,116,2,3,7,319,1159,3,15,0
4266,7,3221,1316,3,4,7,533,1183,3,11,15
3301,6,2539,98,1,2,1,1339,7,2,1,15
5264,6,1055,214,0,0,1,387,387,2,5,1
251,6,470,296,2,0,7,1006,415,0,5,1
3492,11,1993,2451,1,0,1,71,922,2,10,27
3667,27,3007,1568,5,7,12,115,1282,3,10,9
6141,8,1027,641,1,3,1,1102,591,0,9,1
4350,11,2258,814,4,3,7,650,172,2,9,1
5776,7,2624,1350,1,2,7,680,164,1,9,34
4045,7,2119,1788,1,1,1,926,295,2,7,27
872,11,3954,824,2,0,2,338,1287,1,9,21
449,18,527,1754,11,4,3,1026,590,1,9,1
5221,9,3514,2061,0,2,7,1111,803,3,11,3
4057,12,1986,1904,4,4,2,230,786,3,8,8
159,7,3302,966,2,0,7,487,1304,1,9,35
4070,8,3609,1099,3,0,7,235,126,2,3,1
164,7,990,204,5,0,3,490,1380,3,22,27
5873,7,2919,172,0,0,1,698,675,2,11,1
3174,7,1481,194,2,0,4,1304,185,0,8,1
855,7,2144,1348,4,1,2,1068,936,2,2,1
2264,5,3284,198,3,1,7,551,672,3,8,13
1749,11,248,2116,5,0,7,456,94,4,11,4
436,16,3083,1864,5,7,1,312,1269,3,10,30
244,8,614,1685,1,0,7,515,697,4,11,4
1697,8,2145,2006,3,0,2,442,661,3,8,1
2366,6,744,1473,6,1,2,28,1246,1,5,0
2445,9,3881,1152,2,0,7,1265,12,1,4,1
4403,6,2949,406,1,1,7,1199,907,2,6,15
5360,17,770,1881,4,6,2,467,1088,4,16,15
5131,5,3939,2359,5,1,1,177,853,3,5,8
4566,10,1069,2519,3,1,4,273,876,4,6,9
4236,9,4423,230,1,3,1,1195,1340,2,14,1
5700,11,3398,1776,3,0,4,424,1363,1,16,23
1604,75,100,2136,0,1,1,1085,954,2,9,1
1486,6,4078,210,2,0,7,87,589,0,3,1
1839,70,4421,2800,5,5,28,487,1304,2,11,15
1834,5,140,1072,1,0,7,487,1304,2,10,35
3100,13,2660,2248,3,0,7,588,1383,2,2,1
4257,13,2096,1990,2,1,5,533,1183,3,10,15
3205,6,1796,1065,1,0,7,91,528,2,7,8
821,9,3522,1629,5,0,5,1065,1069,2,3,9
1802,5,1923,346,3,0,7,478,683,3,9,16
108,14,471,1995,4,0,4,472,817,3,7,1
2280,5,1745,57,1,0,7,553,1046,0,10,1
613,8,3587,2537,1,1,0,329,1119,1,6,1
1582,7,3134,566,1,0,0,1080,660,4,5,0
5989,6,3635,586,1,4,7,767,436,4,8,1
1785,8,2687,2084,2,0,2,470,280,3,6,1
